query,rank,video_id,title,views,published,length,channel
divorce mediation checklist,2,f9BQ9B3WgVs,Divorce Mediation Checklist: What to Bring & How to Prepare,199 views,1 year ago,4:31,Peaceful Separation & Divorce
divorce mediation checklist,3,DOwPt-Lq1Lk,"How To Prepare For Your Divorce Mediation (Tracy Gould Sheinin, Mediator)","4,403 views",2 years ago,14:46,WTF Divorce
divorce mediation checklist,4,ZuJjyPl1g88,Best Divorce Mediation Preparation Tips,"25,729 views",4 years ago,9:15,Miles Mason Family Law Group
divorce mediation checklist,5,ULr8UZPi-rk,What Actually Happens in Divorce Mediation? (The Full Checklist),3 views,4 months ago,3:49,Flannel People Mediation
divorce mediation checklist,6,7Zviq_cJl8M,Divorce Mediation: Why Preparation Matters More than You Think  (Mini Episode),"1,076 views",3 months ago,11:32,Divorce Advice Podcast-How Not To Suck At Divorce
divorce mediation checklist,7,p_EeXrxaOyc,How Do Mediators Settle Divorces?,"22,142 views",5 years ago,6:53,Graine Mediation - Fairfax
divorce mediation checklist,8,ItdcJvX-6b8,How Long Does Divorce Mediation Usually Take?,1 view,35 minutes ago,20:32,Lilie the Lawyer
divorce mediation checklist,9,PxNTyYgnyDY,"Mediation Made Easier: 5 Things to Prepare So You Don’t Freeze, Fold, or Fail","1,129 views",11 months ago,49:57,The Divorce Course Podcast
divorce mediation checklist,10,h1toM1Nk3SI,Divorce mediation 101- your top divorce mediation questions get answered.,"1,258 views",4 years ago,4:00,Hello Divorce
divorce mediation checklist,11,t68auMxXrWI,10 Winning Mediation Tips Your Lawyer Won't Tell You,"28,856 views",1 year ago,8:03,"Matthew Harris Law, PLLC"
divorce mediation checklist,12,ahTJnKWEtcA,Divorce Mediation Tips - What to Ask For,"5,761 views",6 years ago,2:30,Ogborne Law PLC
divorce mediation checklist,13,GTRdF2J3b_k,"High-Conflict Divorce? 12 Mediation Tips to Save Time, Money & Stress",748 views,1 year ago,6:33,Birt Family Law
divorce mediation checklist,14,r0PQqgpUUTQ,HOW TO DO DIVORCE MEDIATION WITH A NARCISSIST (And Feel In Control),"75,360 views",6 years ago,11:34,Rebecca Zung
divorce mediation checklist,15,LXNRsvId8oM,Divorce Mediation Checklist: Documents and Financial Prep for a Successful Mediation by Juan Luciano,13 views,9 months ago,5:23,Juan Luciano Divorce Lawyer
mediation without a lawyer,1,M8OlIniXsY8,Can I request mediation without an attorney? Can I attend mediation pro se?,"1,671 views",3y ago,3:37,Law Office of Vincent P. White
mediation without a lawyer,2,QnHvHhT7AAg,Mediation 101: A Divorce Lawyer Breaks It Down,722 views,1y ago,10:14,HH Attorneys at Law
mediation without a lawyer,3,Y3SFoxfPwQ4,Mediation: 1 Way To Settle A Lawsuit,"31,111 views",1y ago,4:37,Mike Rafi - Personal Injury Lawyer
mediation without a lawyer,4,7KK7w6zrOYI,The Mediation Revolution: How to Build a Career Without a Law Degree  | #Mediation with Bob Bordone,"4,419 views",3y ago,9:45,Bob Bordone
mediation without a lawyer,5,8dz0zDw7Mfw,Divorce Mediation Without Attorney - Kathey Batey mediator,800 views,5y ago,3:06,Kathey Batey
mediation without a lawyer,6,t68auMxXrWI,10 Winning Mediation Tips Your Lawyer Won't Tell You,"28,857 views",1y ago,8:03,"Matthew Harris Law, PLLC"
mediation without a lawyer,7,ViWFZN73_Q8,Mediation for Non-Lawyers (PRO SE's) With Tye Bourdony,527 views,5y ago,23:51,LAWYERS & MEDIATORS INTERNATIONAL
mediation without a lawyer,8,ZWdQmA976MI,Making Mediation Work in Your Favor - How to Approach Mediation in High Stakes Litigation,"63,390 views",5y ago,37:49,Jonathan Pollard
mediation without a lawyer,9,iVrocH3F_V4,The Secret to Winning Mediation Nobody Tells You,"2,551 views",11mo ago,3:15,Ottinger Employment Lawyers
mediation without a lawyer,10,_i94gLYDxYc,Is it wise to go to mediation without receiving the employer's position statement?,"4,550 views",3y ago,2:16,Law Office of Vincent P. White
mediation without a lawyer,11,3MdUWrkM6c4,Oregon One Day Divorce and Mediation | Divorce Lawyer,276 views,3y ago,2:04,Leskin Law and Mediation
mediation without a lawyer,12,S8NIkXaMZLs,Do I need a lawyer for my mediation?,"1,784 views",5y ago,5:12,"Farias Family Law, P.C."
mediation without a lawyer,13,PxNTyYgnyDY,"Mediation Made Easier: 5 Things to Prepare So You Don’t Freeze, Fold, or Fail","1,129 views",11mo ago,49:57,The Divorce Course Podcast
mediation without a lawyer,14,30TlQ-CGaJU,PART 1: HINTS PRO SEs (NON-LAWYERS) SHOULD REMEMBER WHEN ATTENDING MEDIATION,470 views,5y ago,22:49,LAWYERS & MEDIATORS INTERNATIONAL
mediation without a lawyer,15,YybRjzNShQU,Can you attend mediation without lawyers?,124 views,7y ago,0:46,Allison Williams
mediation without a lawyer,16,HHX2UwXQrnA,Do I Need an Attorney During Divorce Mediation?,307 views,3y ago,1:54,Jacobson Family Law
mediation without a lawyer,17,1A-4wmcXdNk,Do you need a lawyer or a mediator or both?,292 views,5y ago,1:31,Modern Law Divorce and Family Law Attorneys
mediation without a lawyer,18,K4fsZBM8nfs,Mediation in Divorce: A Path to Resolution Without Court | Full Episode | Illinois Divorce Guide,"2,720 views",1y ago,32:14,Illinois Divorce TV
mediation without a lawyer,19,jNSWt-AhfoY,Why You Should Not Choose Mediation?,"7,195 views",4y ago,5:22,Divorce Like a Boss with Diana
mediation without a lawyer,20,9VW8Z4ur1Tw,EEOC Mediation: Just Say NO.,"6,292 views",1y ago,11:56,Jonathan Pollard
community property arizona divorce,1,rmV1Sq3fD3k,Community Property in Arizona l What You Need to Know Before Filing for Divorce,67 views,1 year ago,3:28,The Shaw Law Group
community property arizona divorce,2,weHjEuQvd4c,How Community Property and Debt Division Works in Arizona Divorce,"3,564 views",7 months ago,1:58,Arizona Law Group
community property arizona divorce,3,SziXYgxBefo,How Arizona Divides Assets in a Divorce: Community Property Explained,"2,051 views",3 months ago,2:56,Desert Legal Group
community property arizona divorce,4,9k90epHrE50,What's Community Property and How Is It Divided to a Divorce,23 views,1 year ago,1:36,Arizona Family Law Attorneys
community property arizona divorce,5,laUAsMhsVvI,Understanding Community Property Division in Arizona Divorce,204 views,7 months ago,3:37,Genesis Legal Group
community property arizona divorce,6,U9HgSUg1MTs,Types of Property in an Arizona Divorce: What Gets Divided and What Does Not,12 views,3 months ago,2:40,Arizona Family Law Attorneys
community property arizona divorce,7,jGbfdWCAIEg,Married in Arizona? - What You Need to Know About Community Property and Disclaimer Deeds,593 views,3 years ago,1:21,Phoenix Home Collective
community property arizona divorce,8,s6FQ0fD6BH4,Dividing Property in an Arizona Divorce: A Complete Guide,60 views,10 months ago,3:25,The Shaw Law Group
community property arizona divorce,9,7u57hzLF9jg,"Divorce and Property Division in Arizona: Community Property, the Family Home, & Business Interests",4 views,4 months ago,2:17,Arizona Family Law Attorneys
community property arizona divorce,10,GNK6XGtlAaY,Filing for Divorce in Arizona? Watch This First!,"5,615 views",2 years ago,9:42,Modern Law Divorce and Family Law Attorneys
community property arizona divorce,11,CXqn2AE9ERo,"Arizona is a Community Property State, How does that effect my Divorce?","2,789 views",13 years ago,1:43,Cantor Law
community property arizona divorce,12,Ux_PctoMDuo,Property and Debt Division in an Arizona Divorce,510 views,5 months ago,4:53,Desert Legal Group
community property arizona divorce,13,NxZa7cm2gZE,Navigating Divorce in Arizona,46 views,8 months ago,17:40,Arizona Law Group
community property arizona divorce,14,Gy8LaM8ZFiI,How Arizona Divides Property in a Divorce: Community Property Explained,55 views,2 months ago,3:25,SampairGroup
community property arizona divorce,15,NZEkVcz860Y,Understanding Arizona Community Property,14 views,5 months ago,1:56,Turner Law AZ
